sample_id,prompt_name,condition,layer,bucket,status,position_count,topk_jaccard_change,bucket_mean_shift,mean_topk_drop
okvqa_val_4157235,D_visual_only,union_mask,0,image_token_span,ok,576,0.7096774193548387,-0.04829829931259155,0.1171875
okvqa_val_4157235,D_visual_only,union_mask,0,question,ok,31,0.26086956521739135,-0.0012253038585186005,0.0091796875
okvqa_val_4157235,D_visual_only,union_mask,0,post_image_text,ok,32,0.26086956521739135,-0.0012232959270477295,0.00908203125
okvqa_val_4157235,D_visual_only,union_mask,0,assistant_prefix,ok,4,0.18181818181818177,-0.006417989730834961,-0.012451171875
okvqa_val_4157235,D_visual_only,union_mask,0,last_prompt_token,ok,1,0.26086956521739135,-0.01038334146142006,-0.034765625
okvqa_val_3658865,B_direct,answer_mask,0,image_token_span,ok,576,0.5714285714285714,-0.032771944999694824,0.07900390625
okvqa_val_3658865,B_direct,answer_mask,0,question,ok,28,0.18181818181818177,0.00448666512966156,0.029345703125
okvqa_val_3658865,B_direct,answer_mask,0,post_image_text,ok,29,0.18181818181818177,0.004448987543582916,0.027978515625
okvqa_val_3658865,B_direct,answer_mask,0,assistant_prefix,ok,4,0.18181818181818177,0.0004103332757949829,0.00771484375
okvqa_val_3658865,B_direct,answer_mask,0,last_prompt_token,ok,1,0.4,-0.0016220435500144958,0.0012451171875
okvqa_val_3658865,B_direct,union_mask,0,image_token_span,ok,576,0.7096774193548387,-0.10504445433616638,0.1109375
okvqa_val_3658865,B_direct,union_mask,0,question,ok,28,0.26086956521739135,0.001911703497171402,0.0869140625
okvqa_val_3658865,B_direct,union_mask,0,post_image_text,ok,29,0.26086956521739135,0.0017295107245445251,0.086083984375
okvqa_val_3658865,B_direct,union_mask,0,assistant_prefix,ok,4,0.18181818181818177,-0.00823020190000534,-0.0025390625
okvqa_val_3658865,B_direct,union_mask,0,last_prompt_token,ok,1,0.5185185185185186,-0.01119488850235939,-0.01728515625
okvqa_val_3658865,D_visual_only,answer_mask,0,image_token_span,ok,576,0.5714285714285714,-0.032771944999694824,0.07900390625
okvqa_val_3658865,D_visual_only,answer_mask,0,question,ok,32,0.18181818181818177,0.004287663847208023,0.033203125
okvqa_val_3658865,D_visual_only,answer_mask,0,post_image_text,ok,33,0.18181818181818177,0.004272583872079849,0.03212890625
okvqa_val_3658865,D_visual_only,answer_mask,0,assistant_prefix,ok,4,0.18181818181818177,0.00022330135107040405,0.004150390625
okvqa_val_3658865,D_visual_only,answer_mask,0,last_prompt_token,ok,1,0.33333333333333337,-0.001907389611005783,0.00166015625
okvqa_val_3658865,D_visual_only,union_mask,0,image_token_span,ok,576,0.7096774193548387,-0.10504445433616638,0.1109375
okvqa_val_3658865,D_visual_only,union_mask,0,question,ok,32,0.26086956521739135,0.0011089853942394257,0.093408203125
okvqa_val_3658865,D_visual_only,union_mask,0,post_image_text,ok,33,0.26086956521739135,0.0009874626994132996,0.09326171875
okvqa_val_3658865,D_visual_only,union_mask,0,assistant_prefix,ok,4,0.18181818181818177,-0.008366741240024567,-0.00546875
okvqa_val_3658865,D_visual_only,union_mask,0,last_prompt_token,ok,1,0.5185185185185186,-0.012509360909461975,-0.021484375
